Experiment,Participant,HighValueColumn,NumAlt,LowDim,HighDim,Product,Order,Choice
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Laptops,TC,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Cars,CT,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Job offers,TC,C
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Coffee makers,CT,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Microwave ovens,TC,C
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Cameras,CT,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Restaurants,TC,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Televisions,CT,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Cell phones,TC,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Cable services,CT,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Refrigerators,TC,T
5,R_1GZDuLkSwqyAfzo,2,2,30-40,100-90,Washing machines,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Laptops,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Cars,CT,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Job offers,TC,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Coffee makers,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Microwave ovens,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Cameras,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Restaurants,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Televisions,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Cell phones,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Cable services,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Refrigerators,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,70-60,Washing machines,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Laptops,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Cars,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Job offers,TC,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Coffee makers,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Microwave ovens,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Cameras,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Restaurants,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Televisions,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Cell phones,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Cable services,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Refrigerators,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,80-70,Washing machines,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Laptops,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Cars,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Job offers,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Coffee makers,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Microwave ovens,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Cameras,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Restaurants,TC,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Televisions,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Cell phones,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Cable services,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Refrigerators,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,90-80,Washing machines,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Laptops,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Cars,CT,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Job offers,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Coffee makers,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Microwave ovens,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Cameras,CT,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Restaurants,TC,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Televisions,CT,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Cell phones,TC,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Cable services,CT,T
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Refrigerators,TC,C
5,R_3kPTQVx94Evu8Rb,2,2,30-40,100-90,Washing machines,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Laptops,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Cars,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Job offers,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Coffee makers,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Microwave ovens,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Cameras,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Restaurants,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Televisions,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Cell phones,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Cable services,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Refrigerators,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,70-60,Washing machines,CT,T
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Laptops,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Cars,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Job offers,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Coffee makers,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Microwave ovens,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Cameras,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Restaurants,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Televisions,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Cell phones,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Cable services,CT,T
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Refrigerators,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,80-70,Washing machines,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Laptops,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Cars,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Job offers,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Coffee makers,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Microwave ovens,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Cameras,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Restaurants,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Televisions,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Cell phones,TC,T
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Cable services,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Refrigerators,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,90-80,Washing machines,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Laptops,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Cars,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Job offers,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Coffee makers,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Microwave ovens,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Cameras,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Restaurants,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Televisions,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Cell phones,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Cable services,CT,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Refrigerators,TC,C
5,R_1AGyYUu7eOzoOqZ,2,2,30-40,100-90,Washing machines,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Laptops,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Cars,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Job offers,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Coffee makers,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Microwave ovens,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Cameras,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Restaurants,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Televisions,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Cell phones,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Cable services,CT,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Refrigerators,TC,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,70-60,Washing machines,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Laptops,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Cars,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Job offers,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Coffee makers,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Microwave ovens,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Cameras,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Restaurants,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Televisions,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Cell phones,TC,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Cable services,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Refrigerators,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,80-70,Washing machines,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Laptops,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Cars,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Job offers,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Coffee makers,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Microwave ovens,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Cameras,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Restaurants,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Televisions,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Cell phones,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Cable services,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Refrigerators,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,90-80,Washing machines,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Laptops,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Cars,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Job offers,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Coffee makers,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Microwave ovens,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Cameras,CT,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Restaurants,TC,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Televisions,CT,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Cell phones,TC,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Cable services,CT,C
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Refrigerators,TC,T
5,R_1kLJf3mIMOBtHgk,2,2,30-40,100-90,Washing machines,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Laptops,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Cars,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Job offers,TC,C
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Coffee makers,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Microwave ovens,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Cameras,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Restaurants,TC,C
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Televisions,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Cell phones,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Cable services,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Refrigerators,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,70-60,Washing machines,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Laptops,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Cars,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Job offers,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Coffee makers,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Microwave ovens,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Cameras,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Restaurants,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Televisions,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Cell phones,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Cable services,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Refrigerators,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,80-70,Washing machines,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Laptops,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Cars,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Job offers,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Coffee makers,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Microwave ovens,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Cameras,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Restaurants,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Televisions,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Cell phones,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Cable services,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Refrigerators,TC,C
5,R_1I41MuksfIUqmhM,2,2,30-40,90-80,Washing machines,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Laptops,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Cars,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Job offers,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Coffee makers,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Microwave ovens,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Cameras,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Restaurants,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Televisions,CT,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Cell phones,TC,T
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Cable services,CT,C
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Refrigerators,TC,C
5,R_1I41MuksfIUqmhM,2,2,30-40,100-90,Washing machines,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Laptops,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Cars,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Job offers,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Coffee makers,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Microwave ovens,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Cameras,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Restaurants,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Televisions,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Cell phones,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Cable services,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Refrigerators,TC,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,70-60,Washing machines,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Laptops,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Cars,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Job offers,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Coffee makers,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Microwave ovens,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Cameras,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Restaurants,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Televisions,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Cell phones,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Cable services,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Refrigerators,TC,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,80-70,Washing machines,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Laptops,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Cars,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Job offers,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Coffee makers,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Microwave ovens,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Cameras,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Restaurants,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Televisions,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Cell phones,TC,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Cable services,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Refrigerators,TC,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,90-80,Washing machines,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Laptops,TC,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Cars,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Job offers,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Coffee makers,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Microwave ovens,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Cameras,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Restaurants,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Televisions,CT,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Cell phones,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Cable services,CT,C
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Refrigerators,TC,T
5,R_1LuIb8tZ56bZT1f,2,2,30-40,100-90,Washing machines,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Laptops,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Cars,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Job offers,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Coffee makers,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Microwave ovens,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Cameras,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Restaurants,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Televisions,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Cell phones,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Cable services,CT,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Refrigerators,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,70-60,Washing machines,CT,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Laptops,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Cars,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Job offers,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Coffee makers,CT,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Microwave ovens,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Cameras,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Restaurants,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Televisions,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Cell phones,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Cable services,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Refrigerators,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,80-70,Washing machines,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Laptops,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Cars,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Job offers,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Coffee makers,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Microwave ovens,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Cameras,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Restaurants,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Televisions,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Cell phones,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Cable services,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Refrigerators,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,90-80,Washing machines,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Laptops,TC,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Cars,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Job offers,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Coffee makers,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Microwave ovens,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Cameras,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Restaurants,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Televisions,CT,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Cell phones,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Cable services,CT,C
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Refrigerators,TC,T
5,R_2VkDkGoX3k6V4ms,2,2,30-40,100-90,Washing machines,CT,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Laptops,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Cars,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Job offers,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Coffee makers,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Microwave ovens,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Cameras,CT,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Restaurants,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Televisions,CT,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Cell phones,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Cable services,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Refrigerators,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,70-60,Washing machines,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Laptops,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Cars,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Job offers,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Coffee makers,CT,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Microwave ovens,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Cameras,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Restaurants,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Televisions,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Cell phones,TC,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Cable services,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Refrigerators,TC,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,80-70,Washing machines,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,90-80,Laptops,TC,T
5,R_C2fwbOsUKY7QX7j,2,2,30-40,90-80,Cars,CT,C
5,R_C2fwbOsUKY7QX7j,2,2,30-40,90-80,Job offers,TC,C
